"sourceRoute"	"finalDisposition"	"finalTarget"	"evidence"
"prefab-asset/remove-gameobject"	"custom_cli"	"vm_auto_prefab_asset_remove_gameobject"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/remove-gameobject' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_remove_gameobject' without an MCP transport."
"prefab-asset/revert-variant-override"	"custom_cli"	"vm_auto_prefab_asset_revert_variant_override"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/revert-variant-override' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_revert_variant_override' without an MCP transport."
"prefab-asset/set-property"	"custom_cli"	"vm_auto_prefab_asset_set_property"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/set-property' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_set_property' without an MCP transport."
"prefab-asset/set-reference"	"custom_cli"	"vm_auto_prefab_asset_set_reference"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/set-reference' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_set_reference' without an MCP transport."
"prefab-asset/transaction-edit"	"custom_cli"	"vm_auto_prefab_asset_transaction_edit"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/transaction-edit' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_transaction_edit' without an MCP transport."
"prefab-asset/transfer-variant-overrides"	"custom_cli"	"vm_auto_prefab_asset_transfer_variant_overrides"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/transfer-variant-overrides' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_transfer_variant_overrides' without an MCP transport."
"prefab-asset/variant-info"	"custom_cli"	"vm_auto_prefab_asset_variant_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab-asset/variant-info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_asset_variant_info' without an MCP transport."
"prefab/apply-overrides"	"custom_cli"	"vm_auto_prefab_apply_overrides"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab/apply-overrides' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_apply_overrides' without an MCP transport."
"prefab/create-variant"	"custom_cli"	"vm_auto_prefab_create_variant"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab/create-variant' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_create_variant' without an MCP transport."
"prefab/info"	"custom_cli"	"vm_auto_prefab_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_info' without an MCP transport."
"prefab/revert-overrides"	"custom_cli"	"vm_auto_prefab_revert_overrides"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab/revert-overrides' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_revert_overrides' without an MCP transport."
"prefab/unpack"	"custom_cli"	"vm_auto_prefab_unpack"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'prefab/unpack' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_prefab_unpack' without an MCP transport."
"profiler/analyze"	"custom_cli"	"vm_auto_profiler_analyze"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'profiler/analyze' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_profiler_analyze' without an MCP transport."
"profiler/enable"	"custom_cli"	"vm_auto_profiler_enable"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'profiler/enable' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_profiler_enable' without an MCP transport."
"profiler/frame-data"	"custom_cli"	"vm_auto_profiler_frame_data"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'profiler/frame-data' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_profiler_frame_data' without an MCP transport."
"profiler/memory"	"custom_cli"	"vm_auto_profiler_memory"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'profiler/memory' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_profiler_memory' without an MCP transport."
"profiler/memory-breakdown"	"custom_cli"	"vm_auto_profiler_memory_breakdown"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'profiler/memory-breakdown' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_profiler_memory_breakdown' without an MCP transport."
"profiler/memory-snapshot"	"custom_cli"	"vm_auto_profiler_memory_snapshot"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'profiler/memory-snapshot' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_profiler_memory_snapshot' without an MCP transport."
"profiler/memory-snapshot-status"	"custom_cli"	"vm_auto_profiler_memory_snapshot_status"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'profiler/memory-snapshot-status' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_profiler_memory_snapshot_status' without an MCP transport."
"profiler/memory-status"	"custom_cli"	"vm_auto_profiler_memory_status"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'profiler/memory-status' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_profiler_memory_status' without an MCP transport."
"profiler/memory-top-assets"	"custom_cli"	"vm_auto_profiler_memory_top_assets"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'profiler/memory-top-assets' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_profiler_memory_top_assets' without an MCP transport."
"profiler/stats"	"custom_cli"	"vm_auto_profiler_stats"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'profiler/stats' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_profiler_stats' without an MCP transport."
"project-auditor/audit"	"custom_cli"	"vm_auto_project_auditor_audit"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'project-auditor/audit' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_project_auditor_audit' without an MCP transport."
"project/info"	"custom_cli"	"vm_auto_project_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'project/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_project_info' without an MCP transport."
"renderer/set-material"	"custom_cli"	"vm_auto_renderer_set_material"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'renderer/set-material' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_renderer_set_material' without an MCP transport."
"scenario/activate"	"custom_cli"	"vm_auto_scenario_activate"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'scenario/activate' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_scenario_activate' without an MCP transport."
"scenario/create"	"custom_cli"	"vm_auto_scenario_create"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'scenario/create' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_scenario_create' without an MCP transport."
"scenario/info"	"custom_cli"	"vm_auto_scenario_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'scenario/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_scenario_info' without an MCP transport."
"scenario/list"	"custom_cli"	"vm_auto_scenario_list"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'scenario/list' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_scenario_list' without an MCP transport."
"scenario/start"	"custom_cli"	"vm_auto_scenario_start"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'scenario/start' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_scenario_start' without an MCP transport."
"scenario/status"	"custom_cli"	"vm_auto_scenario_status"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'scenario/status' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_scenario_status' without an MCP transport."
"scenario/stop"	"custom_cli"	"vm_auto_scenario_stop"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'scenario/stop' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_scenario_stop' without an MCP transport."
"scene/hierarchy"	"custom_cli"	"vm_auto_scene_hierarchy"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'scene/hierarchy' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_scene_hierarchy' without an MCP transport."
"scene/info"	"custom_cli"	"vm_auto_scene_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'scene/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_scene_info' without an MCP transport."
"scene/instantiate-prefab"	"custom_cli"	"vm_auto_scene_instantiate_prefab"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'scene/instantiate-prefab' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_scene_instantiate_prefab' without an MCP transport."
"scene/new"	"custom_cli"	"vm_auto_scene_new"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'scene/new' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_scene_new' without an MCP transport."
"scene/open"	"custom_cli"	"vm_auto_scene_open"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'scene/open' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_scene_open' without an MCP transport."
"scene/save"	"custom_cli"	"vm_auto_scene_save"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'scene/save' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_scene_save' without an MCP transport."
"scene/workspace"	"custom_cli"	"vm_auto_scene_workspace"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'scene/workspace' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_scene_workspace' without an MCP transport."
"sceneview/info"	"custom_cli"	"vm_auto_sceneview_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'sceneview/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_sceneview_info' without an MCP transport."
"sceneview/set-camera"	"custom_cli"	"vm_auto_sceneview_set_camera"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'sceneview/set-camera' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_sceneview_set_camera' without an MCP transport."
"screenshot/crop"	"custom_cli"	"vm_auto_screenshot_crop"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'screenshot/crop' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_screenshot_crop' without an MCP transport."
"screenshot/editor-window"	"custom_cli"	"vm_auto_screenshot_editor_window"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'screenshot/editor-window' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_screenshot_editor_window' without an MCP transport."
"screenshot/game"	"custom_cli"	"vm_auto_screenshot_game"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'screenshot/game' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_screenshot_game' without an MCP transport."
"screenshot/scene"	"custom_cli"	"vm_auto_screenshot_scene"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'screenshot/scene' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_screenshot_scene' without an MCP transport."
"script/create"	"custom_cli"	"vm_auto_script_create"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'script/create' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_script_create' without an MCP transport."
"script/read"	"custom_cli"	"vm_auto_script_read"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'script/read' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_script_read' without an MCP transport."
"script/update"	"custom_cli"	"vm_auto_script_update"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'script/update' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_script_update' without an MCP transport."
"scriptableobject/create"	"custom_cli"	"vm_auto_scriptableobject_create"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'scriptableobject/create' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_scriptableobject_create' without an MCP transport."
"scriptableobject/info"	"custom_cli"	"vm_auto_scriptableobject_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'scriptableobject/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_scriptableobject_info' without an MCP transport."
"scriptableobject/list-types"	"custom_cli"	"vm_auto_scriptableobject_list_types"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'scriptableobject/list-types' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_scriptableobject_list_types' without an MCP transport."
"scriptableobject/set-field"	"custom_cli"	"vm_auto_scriptableobject_set_field"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'scriptableobject/set-field' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_scriptableobject_set_field' without an MCP transport."
"search/missing-references"	"custom_cli"	"vm_auto_search_missing_references"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'search/missing-references' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_search_missing_references' without an MCP transport."
"search/scene"	"custom_cli"	"vm_auto_search_scene"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'search/scene' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_search_scene' without an MCP transport."
"search/scene-stats"	"custom_cli"	"vm_auto_search_scene_stats"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'search/scene-stats' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_search_scene_stats' without an MCP transport."
"selection/focus-scene-view"	"custom_cli"	"vm_auto_selection_focus_scene_view"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'selection/focus-scene-view' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_selection_focus_scene_view' without an MCP transport."
"selection/get"	"custom_cli"	"vm_auto_selection_get"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'selection/get' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_selection_get' without an MCP transport."
"selection/set"	"custom_cli"	"vm_auto_selection_set"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'selection/set' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_selection_set' without an MCP transport."
"serialized-object/get"	"custom_cli"	"vm_auto_serialized_object_get"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'serialized-object/get' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_serialized_object_get' without an MCP transport."
"serialized-object/set"	"custom_cli"	"vm_auto_serialized_object_set"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'serialized-object/set' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_serialized_object_set' without an MCP transport."
"settings/physics"	"custom_cli"	"vm_auto_settings_physics"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'settings/physics' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_settings_physics' without an MCP transport."
"settings/player"	"custom_cli"	"vm_auto_settings_player"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'settings/player' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_settings_player' without an MCP transport."
"settings/quality"	"custom_cli"	"vm_auto_settings_quality"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'settings/quality' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_settings_quality' without an MCP transport."
"settings/quality-level"	"custom_cli"	"vm_auto_settings_quality_level"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'settings/quality-level' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_settings_quality_level' without an MCP transport."
"settings/render-pipeline"	"custom_cli"	"vm_auto_settings_render_pipeline"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'settings/render-pipeline' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_settings_render_pipeline' without an MCP transport."
"settings/set-physics"	"custom_cli"	"vm_auto_settings_set_physics"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'settings/set-physics' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_settings_set_physics' without an MCP transport."
"settings/set-player"	"custom_cli"	"vm_auto_settings_set_player"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'settings/set-player' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_settings_set_player' without an MCP transport."
"settings/set-time"	"custom_cli"	"vm_auto_settings_set_time"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'settings/set-time' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_settings_set_time' without an MCP transport."
"settings/time"	"custom_cli"	"vm_auto_settings_time"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'settings/time' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_settings_time' without an MCP transport."
"shadergraph/add-node"	"custom_cli"	"vm_auto_shadergraph_add_node"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'shadergraph/add-node' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_shadergraph_add_node' without an MCP transport."
"shadergraph/connect"	"custom_cli"	"vm_auto_shadergraph_connect"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'shadergraph/connect' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_shadergraph_connect' without an MCP transport."
"shadergraph/create"	"custom_cli"	"vm_auto_shadergraph_create"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'shadergraph/create' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_shadergraph_create' without an MCP transport."
"shadergraph/disconnect"	"custom_cli"	"vm_auto_shadergraph_disconnect"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'shadergraph/disconnect' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_shadergraph_disconnect' without an MCP transport."
"shadergraph/get-edges"	"custom_cli"	"vm_auto_shadergraph_get_edges"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'shadergraph/get-edges' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_shadergraph_get_edges' without an MCP transport."
"shadergraph/get-node-types"	"custom_cli"	"vm_auto_shadergraph_get_node_types"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'shadergraph/get-node-types' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_shadergraph_get_node_types' without an MCP transport."
"shadergraph/get-nodes"	"custom_cli"	"vm_auto_shadergraph_get_nodes"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'shadergraph/get-nodes' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_shadergraph_get_nodes' without an MCP transport."
"shadergraph/get-properties"	"custom_cli"	"vm_auto_shadergraph_get_properties"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'shadergraph/get-properties' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_shadergraph_get_properties' without an MCP transport."
"shadergraph/info"	"custom_cli"	"vm_auto_shadergraph_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'shadergraph/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_shadergraph_info' without an MCP transport."
"shadergraph/list"	"custom_cli"	"vm_auto_shadergraph_list"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'shadergraph/list' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_shadergraph_list' without an MCP transport."
"shadergraph/list-shaders"	"custom_cli"	"vm_auto_shadergraph_list_shaders"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'shadergraph/list-shaders' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_shadergraph_list_shaders' without an MCP transport."
"shadergraph/list-subgraphs"	"custom_cli"	"vm_auto_shadergraph_list_subgraphs"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'shadergraph/list-subgraphs' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_shadergraph_list_subgraphs' without an MCP transport."
"shadergraph/list-vfx"	"custom_cli"	"vm_auto_shadergraph_list_vfx"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'shadergraph/list-vfx' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_shadergraph_list_vfx' without an MCP transport."
"shadergraph/open"	"custom_cli"	"vm_auto_shadergraph_open"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'shadergraph/open' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_shadergraph_open' without an MCP transport."
"shadergraph/open-vfx"	"custom_cli"	"vm_auto_shadergraph_open_vfx"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'shadergraph/open-vfx' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_shadergraph_open_vfx' without an MCP transport."
"shadergraph/remove-node"	"custom_cli"	"vm_auto_shadergraph_remove_node"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'shadergraph/remove-node' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_shadergraph_remove_node' without an MCP transport."
"shadergraph/set-node-property"	"custom_cli"	"vm_auto_shadergraph_set_node_property"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'shadergraph/set-node-property' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_shadergraph_set_node_property' without an MCP transport."
"shadergraph/status"	"custom_cli"	"vm_auto_shadergraph_status"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'shadergraph/status' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_shadergraph_status' without an MCP transport."
"sprite/pixel-check"	"custom_cli"	"vm_auto_sprite_pixel_check"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'sprite/pixel-check' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_sprite_pixel_check' without an MCP transport."
"sprite/replace-and-slice"	"custom_cli"	"vm_auto_sprite_replace_and_slice"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'sprite/replace-and-slice' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_sprite_replace_and_slice' without an MCP transport."
"sprite/replace-slice-update-clip"	"custom_cli"	"vm_auto_sprite_replace_slice_update_clip"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'sprite/replace-slice-update-clip' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_sprite_replace_slice_update_clip' without an MCP transport."
"sprite/sheet-info"	"custom_cli"	"vm_auto_sprite_sheet_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'sprite/sheet-info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_sprite_sheet_info' without an MCP transport."
"sprite/slice-sheet"	"custom_cli"	"vm_auto_sprite_slice_sheet"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'sprite/slice-sheet' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_sprite_slice_sheet' without an MCP transport."
"sprite/update-animation-clip"	"custom_cli"	"vm_auto_sprite_update_animation_clip"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'sprite/update-animation-clip' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_sprite_update_animation_clip' without an MCP transport."
"spriteatlas/add"	"custom_cli"	"vm_auto_spriteatlas_add"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'spriteatlas/add' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_spriteatlas_add' without an MCP transport."
"spriteatlas/create"	"custom_cli"	"vm_auto_spriteatlas_create"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'spriteatlas/create' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_spriteatlas_create' without an MCP transport."
"spriteatlas/delete"	"custom_cli"	"vm_auto_spriteatlas_delete"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'spriteatlas/delete' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_spriteatlas_delete' without an MCP transport."
"spriteatlas/info"	"custom_cli"	"vm_auto_spriteatlas_info"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'spriteatlas/info' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_spriteatlas_info' without an MCP transport."
"spriteatlas/list"	"custom_cli"	"vm_auto_spriteatlas_list"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'spriteatlas/list' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_spriteatlas_list' without an MCP transport."
"spriteatlas/remove"	"custom_cli"	"vm_auto_spriteatlas_remove"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'spriteatlas/remove' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_spriteatlas_remove' without an MCP transport."
"spriteatlas/settings"	"custom_cli"	"vm_auto_spriteatlas_settings"	"VMUnityAutomation bfc612c350fbc83b37fd33b324670bd7dec7f447 publishes 'spriteatlas/settings' with its migrated input/output contract and handler; vm_automation_call exposes it as 'vm_auto_spriteatlas_settings' without an MCP transport."
